,category
21842,"Asian, Chinese, Family Meals"
21843,Fast Food
21844,"Healthy, Mexican"
21845,"pizza, American, Italian"
21846,"Italian, Sandwich, Pizza, Wings"
21847,"Juice and Smoothies, Healthy, Fast Food"
21848,"Mexican, Comfort Food, Breakfast and Brunch, Tex Mex"
21849,"Middle Eastern, Rolls"
21850,"Italian, Pasta, Comfort Food"
21851,Burgers
21852,"American, Fried Chicken, Fast Food, Sandwich, Family Meals, Southern, Group Friendly"
21853,"Sandwich, Deli"
21854,"Burritos, Fast Food, Mexican"
21855,"Fast Food, Sandwich, American"
21856,"American, Burgers, Fast Food"
21857,"American, burger, Fast Food"
21858,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly"
21859,"American, Burgers, Fast Food"
21860,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21861,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21862,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food"
21863,"American, New American, Breakfast and Brunch, Family Meals, Family Friendly"
21864,"Italian, Pizza, Sandwich, Wings"
21865,"American, burger, Fast Food, Family Meals"
21866,"BBQ, American, Chicken"
21867,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy"
21868,"Fried Chicken, Traditional American, Comfort Food, Dinner, Family Meals, Family Friendly"
21869,"Alcohol, Liquor Stores, Wine"
21870,"Fast Food, Sandwich, American"
21871,"BBQ, Sandwiches"
21872,"Salads, Sandwich, Deli, Desserts, Healthy, Family Meals"
21873,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals"
21874,"Mediterranean, Greek, Vegetarian, Family Meals, Healthy"
21875,"Burgers, Sandwich, Salads, Healthy"
21876,"Chinese, Asian, Asian Fusion"
21877,"Ramen, Japanese, Comfort Food"
21878,"Dinner, Healthy, Salads"
21879,"Burgers, American, Sandwiches"
21880,"Mexican, New Mexican, Tex Mex"
21881,"BBQ, American, Burgers"
21882,"Mexican, Latin American"
21883,"Sandwich, American"
21884,"Breakfast and Brunch, American, Sandwiches"
21885,"Burgers, American, Sandwiches, Family Meals"
21886,"American, burger, Fast Food"
21887,"American, New American, Comfort Food"
21888,"Steak, American, Seafood"
21889,"American, Wings, Salads, Family Meals, Healthy"
21890,"Wings, Burgers, American, Family Meals"
21891,"American, Burgers, Fast Food"
21892,"Seafood, American, Sandwich"
21893,"Burgers, Fast Food, Burgers, Sandwiches, American"
21894,"American, Burgers"
21895,"Sandwich, Kids Friendly, Chicken"
21896,"Chicken, Salads, Asian, Chinese, Asian Fusion, Thai, Family Friendly, Family Meals"
21897,"Pizza, Italian, Pasta, Family Friendly, Wings"
21898,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food, Group Friendly"
21899,"Mexican, New American, Chicken, Allergy Friendly"
21900,"Sushi, South Asian, Vegan Friendly, Family Friendly"
21901,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly"
21902,"American, Breakfast and Brunch, Desserts"
21903,"Desserts, Cupcakes"
21904,"Asian, Desserts, Juice and Smoothies"
21905,"Breakfast and Brunch, Healthy, Juice and Smoothies, American, Family Meals"
21906,"Ice Cream + Frozen Yogurt, Desserts, Cupcakes"
21907,"Comfort Food, Caribbean, Cajun"
21908,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21909,"Juice and Smoothies, Healthy, Fast Food"
21910,"American, Traditional American, Breakfast and Brunch, Family Meals"
21911,"Fast Food, Sandwich, American"
21912,"Asian, Asian Fusion, Seafood, Hawaiian, Poke, Healthy, Salads, Rice-bowls"
21913,"Desserts, Kids Friendly"
21914,"Bubble Tea, Juice and Smoothies, Thai"
21915,"Everyday Essentials, Convenience, Snacks, Home &amp; Personal Care, Alcohol"
21916,"American, Deli, Sandwich"
21917,"BBQ, American, Chicken"
21918,"Burritos, Fast Food, Mexican"
21919,"American, burger, Fast Food"
21920,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
21921,"Healthy, Mexican"
21922,"Fast Food, Sandwich, American"
21923,"Salads, Sandwich, Deli, Healthy, Family Meals"
21924,"Mexican, Tex Mex, Family Meals"
21925,"Fast Food, Sandwich, Salads, Healthy"
21926,"Sandwich, Salads, Healthy, Family Meals"
21927,"Juice and Smoothies, Healthy, Fast Food"
21928,"Healthy, Mexican"
21929,"Japanese, Asian, Sushi"
21930,"Italian, Pasta, Comfort Food"
21931,"Burgers, Sandwiches, Salads"
21932,"Chicken, American, Pastry"
21933,"Seafood, Chicken, Family Meals, Fish and Chips, American"
21934,"American, Comfort Food, Traditional American, Family Meals"
21935,"American, Comfort Food, Seafood"
21936,"Mexican, Latin American, New Mexican"
21937,"Fast Food, Sandwich, American"
21938,"Seafood, American, Family Meals"
21939,"Burgers, American, Sandwiches, Tacos, Tacos"
21940,"American, Sandwiches, American, Burgers"
21941,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21942,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food"
21943,"American, Wings, Sandwich, Burgers"
21944,"Indian, Vegetarian, Asian"
21945,"Breakfast &amp; Brunch, Donuts"
21946,"Burgers, American, Sandwiches"
21947,"Desserts, PIzza, Wings, Sandwiches"
21948,"American, Burgers, Fast Food"
21949,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
21950,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Healthy, Family Meals"
21951,"Burgers, American, Sandwiches"
21952,"American, Burgers, Fast Food"
21953,"American, burger, Fast Food, Hot Dog, Sandwich"
21954,"American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings"
21955,"Burgers, American, Sandwiches, Family Meals"
21956,"Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy"
21957,"American, Burgers, Sandwich"
21958,"Comfort Food, Caribbean, Cajun"
21959,"Juice and Smoothies, Fast Food, Healthy"
21960,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21961,"American, Salads, Comfort Food, Fried Chicken, Family Meals"
21962,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food"
21963,"Bar Food, Wings, American, Chicken, Burgers, Alcohol"
21964,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
21965,"Burritos, Fast Food, Mexican"
21966,"American, Deli, Sandwich, Salads, Pasta, Family Meals"
21967,"American, Fast Food, wings, Family Meals"
21968,"American, Burgers, Fast Food"
21969,"American, burger, Fast Food, Family Meals"
21970,"American, Burgers, Fast Food"
21971,"Salads, Sandwich, Deli, Healthy, Family Meals"
21972,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
21973,"Sushi, Asian, Japanese"
21974,Indian
21975,"Healthy, Mexican, salad, Family Meals"
21976,"Healthy, Family Meals"
21977,"Healthy, Mexican"
21978,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21979,"Italian, Pasta, Mac and Cheese"
21980,"Fast Food, Mexican, Tex Mex"
21981,"Desserts, Coffee and Tea, Pastry"
21982,"Bakery, Cafe, Salads"
21983,Sandwich
21984,"Mexican, Tex Mex, Family Meals"
21985,"Fast Food, Sandwich"
21986,"Pizza, Wings, Desserts, Sandwiches"
21987,pizza
21988,"Salads, Sandwich, Deli, Healthy, Family Meals"
21989,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
21990,"Sandwich, Salads, Healthy, Family Meals"
21991,"Sushi, Asian, Japanese"
21992,"Pizza, Pasta, Salads"
21993,"Asian Fusion, Asian, Chicken, Chinese, Noodles"
21994,"Italian, Pasta, Sandwich, Pizza, Comfort Food"
21995,"Asian, Chinese, Family Meals"
21996,"Mexican, Pizza, Pasta"
21997,"Italian, Pasta, Comfort Food, Pizza"
21998,"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food"
21999,"BBQ, American, Chicken"
22000,"American, Comfort Food, Seafood"
22001,"Seafood, American, Family Meals"
22002,"American, Salads, Comfort Food, Fried Chicken"
22003,"American, Breakfast and Brunch, Desserts, Healthy"
22004,"Seafood, Chicken, Fish and Chips, American"
22005,"Sandwich, American"
22006,"Wings, American, Fast Food"
22007,"American, Breakfast and Brunch, Desserts"
22008,"Breakfast &amp; Brunch, Donuts"
22009,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken"
22010,"Pizza, American, Italian"
22011,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food"
22012,"American, Fast Food, wings, Family Meals"
22013,"Juice and Smoothies, Breakfast and Brunch, Kids Friendly"
22014,"Mexican, Tex Mex, Traditional American, Family Meals, Family Friendly"
22015,"Caribbean, Chicken, Salads, Healthy, Family Meals, Black-owned, Allergy Friendly"
22016,"American, Sandwich, Pizza, Allergy Friendly"
22017,"Mexican, Chicken, Tacos, Family Friendly"
22018,"Italian, Pizza, Pasta, American, Family Meals"
22019,"Pizza, Desserts, Salads, American, Healthy, Vegetarian Friendly, Kids Friendly"
22020,"Chinese, Family Friendly"
22021,"Asian Fusion, Hawaiian, American, BBQ, Chicken, Family Friendly, Healthy"
22022,"Burgers, American, Comfort Food, Alcohol"
22023,"Burgers, American, Sandwiches"
22024,"Burgers, American, Sandwiches"
22025,"Burgers, American, Sandwiches, Alcohol"
22026,"American, Sandwich, Chicken"
22027,"Burgers, American, Sandwiches, Family Meals"
22028,"Burgers, American, Sandwiches, Desserts"
22029,"Seafood, American, Southern, Healthy, Desserts, Alcohol"
22030,"Cajun, Kids Friendly, Desserts"
22031,"Juice and Smoothies, Healthy, Fast Food"
22032,"American, burger, Fast Food, Family Meals"
22033,"American, Wings"
22034,Burgers
22035,"Fast Food, Sandwich, American"
22036,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
22037,"wings, American, Chicken"
22038,"American, Burgers, Fast Food"
22039,"American, Burgers, Sandwich"
22040,"Fast Food, American, Burgers"
22041,"Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy"
22042,"American, burger, Fast Food"
22043,"American, Burgers, Fast Food"
22044,"Burgers, American, Sandwiches, Comfort Food, Pasta, Salads, Steak, Wings, Burgers"
22045,"Mexican, Tacos, Burritos, American"
22046,"Burgers, American, Sandwiches, Comfort Food, Chicken"
22047,"American, Breakfast and Brunch, Family Meals"
22048,"American, Fast Food, Burgers"
22049,"Burgers, American, Hot Dog"
22050,"American, Burgers, Pizza, Family Meals"
22051,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
22052,"Desserts, Ice Cream &amp; Frozen Yogurt"
22053,"Korean, Asian, BBQ"
22054,"Salads, Burgers, Seafood, Healthy"
22055,"Sandwich, Soup"
22056,"Asian, Chinese, Family Meals"
22057,"Chinese, Asian, Asian Fusion, Family Friendly"
22058,"American, Barfood, Wings, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food, Sandwich"
22059,"Everyday Essentials, Grocery, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol"
22060,"American, Deli, Sandwich, Salads, Pasta, Family Meals"
22061,"Desserts, Vegetarian, Coffee and Tea, Healthy"
22062,"Wings, American, Bar Food, Chicken, Burgers, Alcohol"
22063,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Healthy, Family Meals"
22064,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
22065,"Burgers, American, Sandwiches, Family Meals"
22066,"American, Burgers, Comfort Food, Vegetarian Friendly, Fast Food"
22067,"American, Sandwich, Chicken"
22068,"Fast Food, Sandwich, American"
22069,"American, burger, Fast Food, Family Meals"
22070,"Burritos, Fast Food, Mexican"
22071,"Everyday Essentials, Convenience, Pharmacy, Snacks"
22072,"Fast Food, Family Meals"
22073,"Burritos, Fast Food, Mexican"
22074,"Burritos, Fast Food, Mexican"
22075,Fast Food
22076,"Burgers, American, Sandwiches"
22077,"American, Burgers, Fast Food"
22078,"Salads, Sandwich, Deli, Desserts, Healthy, Family Meals"
22079,"American, burger, Fast Food, Family Meals"
22080,"Pizza, Wings, Desserts, Sandwiches"
22081,"American, Burgers, Fast Food"
22082,"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken"
22083,"Breakfast and Brunch, Desserts"
22084,"BBQ, Southern, American, Traditional American, Desserts, Chicken, Breakfast and Brunch, Kids Friendly, Sandwich, Comfort Food, Family Meals, Family Friendly, Group Friendly, Alcohol"
22085,"South East Asian, Seafood, Chicken"
22086,"Chinese, Chicken, Noodles, Asian"
22087,Fast Food
22088,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
22089,"Desserts, Ice Cream + Frozen Yogurt"
22090,"Mediterranean, Greek, Vegetarian"
22091,"Breakfast and Brunch, Desserts"
22092,"Desserts, PIzza, Salads"
22093,"Mexican, Comfort Food"
22094,"Healthy, Mexican"
22095,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts"
22096,"Desserts, Comfort Food"
22097,"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol"
22098,"Mexican, Burritos, Breakfast and Brunch"
22099,"Mexican, Tex Mex, Breakfast and Brunch, Family Meals"
22100,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea"
22101,"pizza, Pasta, Salads"
22102,"Mexican, Tex Mex, Burritos, Tacos, Seafood"
22103,Pizza
22104,"Family Meals, American, Seafood, Fish and Chips, Chicken"
22105,"Burritos, Fast Food, Mexican"
22106,"Sandwich, Salads"
22107,"Salads, Sandwich, Deli, Healthy, Family Meals"
22108,"Thai, Asian, Noodles"
22109,"Korean, Asian, BBQ, Soup, Noodles"
22110,"Mexican, Chicken, BBQ"
22111,"Asian, Chinese, Family Meals"
22112,"Pizza, Italian"
22113,"Pizza, Italian, Wings"
22114,"Mediterranean, Greek, Vegetarian"
22115,"Japanese, Noodles"
22116,"Thai, Asian, Noodles"
22117,"Chinese, Chicken, Asian"
22118,"Thai, Chinese, Noodles"
22119,"Asian, Asian Fusion, Korean"
22120,"Chinese, Asian, Asian Fusion"
22121,"Vietnamese, Family Meals"
22122,"Thai, Chinese, Noodles, Rice-bowls, Rice Dishes, Rice &amp; Curry, Salads"
22123,Burgers
22124,"Pizza, Wings, Desserts, Sandwiches"
22125,"Chinese, Noodles, Seafood"
22126,"American, Wings"
22127,"Mexican, Tacos, Desserts"
22128,"Breakfast and Brunch, American, Sandwiches, Allergy Friendly, Group Friendly"
22129,"Burgers, American, Sandwiches"
22130,"Mexican, Latin American, Chicken"
22131,"Mexican, Latin American, New Mexican"
22132,"BBQ, American, Burgers"
22133,"Mexican, Latin American, New Mexican"
22134,"Mexican, Latin American, New Mexican, Breakfast and Brunch, Latin American"
22135,"Mexican, Latin American, New Mexican"
22136,"BBQ, American, Burgers"
22137,"American, Breakfast and Brunch, Desserts"
22138,"Mexican, Latin American, New Mexican"
22139,"American, Traditional American, Seafood"
22140,"Mexican, Latin American, New Mexican"
22141,"Mexican, Latin American, New Mexican"
22142,"Pizza, American, Italian"
22143,"Burgers, American, Sandwiches"
22144,"Mexican, Latin American, New Mexican"
22145,"Seafood, American, Tex Mex, Mexican, South American, Tacos"
22146,"Mexican, Latin American, New Mexican"
22147,"American, Burgers, Fast Food"
22148,"Wings, American, Fast Food, Family Meals"
22149,"Coffee and Tea, American, Breakfast and Brunch"
22150,"American, BBQ"
22151,"Healthy, Mexican, Salads, New Mexican, Latin American, Desserts, Family Meals"
22152,"Mexican, Latin American, New Mexican"
22153,"Burgers, American, Sandwiches"
22154,"Burgers, American, Sandwiches, Family Meals"
22155,"Sandwich, American"
22156,"Mexican, Latin American, Desserts"
22157,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food"
22158,"American, Chicken Strips, Wings, Chicken"
22159,"Breakfast &amp; Brunch, Donuts"
22160,"Mexican, Latin American, New Mexican"
22161,"Burgers, American, Sandwiches"
22162,"Pizza, American, Italian"
22163,"American, Comfort Food"
22164,"American, Breakfast and Brunch, Coffee and Tea, Diner, Desserts, Salads, Steak, Sandwich, Family Meals, Healthy"
22165,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American"
22166,"Mexican, Latin American, New Mexican"
22167,"American, Fish and Chips, Chicken, Seafood"
22168,"Sandwich, American, Comfort Food"
22169,"American, Fast Food, Sandwich"
22170,"Burgers, American, Sandwiches, Wings"
22171,"Fast Food, American, Chicken"
22172,"American, Burgers, Fast Food"
22173,"American, Chicken, Family Meals, Fried Chicken, Comfort Food"
22174,"Burgers, American, Sandwiches, Desserts"
22175,"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings"
22176,"American, burger, Fast Food"
22177,"Burgers, Fast Food, Burgers, Sandwiches, American"
22178,"American, burger, Fast Food, Family Meals"
22179,"Thai, Asian, Noodles"
22180,"Thai, Asian, Noodles, Family Friendly"
22181,"American, Sandwich, Chicken, Fast Food, Kids Friendly"
22182,"Thai, Asian, Noodles, Rolls, Family Friendly"
22183,"American, Family Meals, Family Friendly"
22184,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly"
22185,"Latin American, Mexican, New American, Family Meals, Family Friendly"
22186,"Asian, Chinese, Rice Dishes, Beef Noodles, Noodles, Wings, Chicken, Vegetarian Friendly"
22187,"Wings, Fast Food, American, Family Meals, Family Friendly"
22188,"Pizza, American, Italian, Family Meals, Family Friendly, Wings"
22189,"Mediterranean, Family Meals, Family Friendly"
22190,"Chinese, Asian, Chicken, Family Friendly, Group Friendly"
22191,"American, Sandwich, Group Friendly"
22192,"Mongolian, Asian, Vegetarian Friendly, Chinese"
22193,"Asian, Asian Fusion, Chinese, Noodles, Soup, Rice &amp; Curry, Bubble Tea, Kids Friendly, Local Specialities, Desserts, Salads, Thai, Seafood"
22194,"Italian, Family Meals, Family Friendly"
22195,"Asian, Chinese, Family Meals, Group Friendly"
22196,"Chinese, Asian, Asian Fusion, Group Friendly"
22197,"Mediterranean, Desserts, Allergy Friendly, Vegetarian, Vegetarian Friendly"
22198,"Thai, Asian, Noodles, Allergy Friendly"
22199,"American, Comfort Food, Fried Chicken, Family Meals, Sandwich, Family Friendly"
22200,"Seafood, Latin American, Family Friendly, Kids Friendly, Fish &amp; Seafood, Mexican"
22201,"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals, Family Friendly"
22202,"American, Fast Food, wings, Family Meals, Family Friendly"
